Image,Caption
https://image.tmdb.org/t/p/original/86jyzdxtAX8p956rVQDKwGbrYh2.jpg,"""The image is a movie poster for the animated film """"Earwig and the Witch"""". The main design elements include a silhouette of a girl and a boy, a cat, a pot, a knife, and a bottle. The layout features the title of the movie in large white letters at the bottom, with the characters in the center. There is no promotional text or filler text visible in the image."""
https://image.tmdb.org/t/p/original/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,"""The image is a movie poster for the film """"Miracle in Cell No. 7"""". The main design elements include a man and a young girl, both smiling, with a cloudy sky in the background. The colors used in the poster are blue, red, and white. The layout of the poster features the title of the film at the bottom and the main characters in the middle. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,"""The image is a movie poster for the film """"Casper,"""" featuring a large ghost-like character in the center. The background of the poster is dark blue, and there is a castle in the background. The main design elements include the ghost character, the castle, and the two people standing in front of the castle. There is no visible text on the poster, but the title """"Casper"""" is prominently displayed in the center."""
https://image.tmdb.org/t/p/original/obpPQskaVpSiC9RcJRB6iWDTCXS.jpg,"""The image is a movie poster for the film """"Heat"""". The main design elements include a collage of three men, with one man in the foreground holding a gun, another man in the middle holding a gun, and the third man in the background wearing sunglasses. The background features a train and a bridge. The movie title """"Heat"""" is prominently displayed at the bottom of the poster. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/aGp9XDXmVM5lCKHWtgBC15S7XLr.jpg,"""The image is a poster for the video game """"Batman vs. Robin"""". The main design elements include a superhero character in a fighting stance, a young boy in a superhero costume, and a cityscape in the background. The layout features the title of the game at the top, with the superhero character in the center and the cityscape in the bottom right corner. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/3NL1FiTEhU4SWOuWk8lkVCbmnYm.jpg,"""The image is a movie poster for the film """"Skyscraper"""". The main design elements include a man in a grey shirt and jeans, with his hand outstretched, appearing to be falling or jumping off a building. The background is filled with a cityscape, and there are various buildings and smoke, suggesting an urban setting. The movie title """"Skyscraper"""" is prominently displayed at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/4zu8hbjp7bedcbetQssylLhpguk.jpg,"""The image is a movie poster for """"The Smurfs 2"""" featuring the Smurfs in their iconic blue and white colors. The main design elements include the Smurfs in various poses, with one holding a yellow flower, and the Eiffel Tower in the background. The layout is a vertical arrangement with the Smurfs on the left and the Eiffel Tower on the right. There is no visible text on the poster, but the title """"The Smurfs 2"""" is prominently displayed at the bottom."""
https://image.tmdb.org/t/p/original/ne5LmY2zq2dTG8TDGJOrCB4IbRy.jpg,"""The image is a movie poster for the film """"Assassin's Creed"""". The main design elements include a man in a hooded cloak holding a sword, a woman holding a sword, and a man holding a gun. The layout of the poster features these characters prominently in the center, with the title """"Assassin's Creed"""" written in large white letters at the bottom. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/rpD0t7DhzJVadnzgxSYrqljQTL2.jpg,"""The image is a movie poster for the film """"Love, Rosie"""". The main design elements include a man and a woman, both smiling and looking at each other. The man is wearing a blue suit, and the woman is wearing a black dress. The background of the poster is blurred, but it appears to be a city street with lights. The text """"LOVE, ROSIE"""" is prominently displayed in the center of the poster."""
https://image.tmdb.org/t/p/original/kTqRbjRIA6B1RbBaoLV098kwtXa.jpg,"""The image is a poster for the movie """"Curse of the Blair Witch"""". The poster features a dark, ominous forest scene with a large, stylized symbol in the center. The text """"Curse of the Blair Witch"""" is prominently displayed in the center of the poster. The overall design and layout of the poster emphasize the horror and suspense of the film."""
https://image.tmdb.org/t/p/original/eycO6M2s38xO1888Gq2gSrXf0A6.jpg,"""The image is a movie poster for the film """"Midsommar"""". The main design elements include a couple walking in a field of flowers, a cross, and a blue sky. The layout is simple, with the title of the film at the top and the couple in the center. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/11z4nAYm1ZYIEzTvG0dzyKDBn6R.jpg,"""The image is a movie poster for the Spanish-language film """"Lokillo en mi otra yo"""" (Lokillo in My Back in Time). The poster features a man and a woman, with the man holding a sign that says """"Lokillo en mi otra yo."""" The poster has a blue background with white text and images. The layout includes a title, a subtitle, and a list of actors and actresses. The text on the poster includes """"DAGO GARCIA PRODUCIÃN CON EL APOYO OF CARACOL TV PRESENTA."""""""
https://image.tmdb.org/t/p/original/A6A15cDR8mpdOxW4y7UzFanzbM0.jpg,"""The image is a poster for the movie """"Wicked Minds"""". The poster features a man and a woman in a bedroom setting, with the man lying on a bed and the woman standing next to him. The poster has a dark background with the title """"Wicked Minds"""" prominently displayed in large white letters. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/gkCO4bf8kDxF4wsUOMzhYk3Pgz2.jpg,"""The image is a movie poster for the film """"30 Minutes or Less"""". The main design elements include a group of four people, two men and two monkeys, standing together and holding a pizza box. The colors used in the poster are orange and black. The layout of the poster features the main characters in the center, with the pizza box in the middle of the group. There is no visible text on the poster that is promotional or filler text."""
https://image.tmdb.org/t/p/original/axibOQF9QnThrr8M37ufAYurP4R.jpg,"""The image is a movie poster for the film """"Bruised"""". The main design elements include a close-up of a person's face with intense facial expressions, a dark background, and the word """"Bruised"""" prominently displayed in white text. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,"""The image is a movie poster for the film """"Seven"""" featuring two men. The main design elements include the title """"Seven"""" written in red at the top, and the two men's faces in the center. The colors used are black and red, creating a dramatic and intense atmosphere. The layout of the poster is centered, with the two men's faces occupying the majority of the space. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/72X2ioyVK2l7c2Graf4H0kuCp9O.jpg,"""The image is a movie poster for the film """"Greta"""". The main design elements include a close-up of a woman's face, with a red and blue color scheme. The text """"Greta"""" is prominently displayed in the center of the poster. There is no other text visible in the image."""
https://image.tmdb.org/t/p/original/W4cdvWRHX1cKpod2KeK8WuHAHG.jpg,"""The image is a movie poster for the film """"The Boy"""". The main design elements include a close-up of a young boy's face with a creepy expression, a red tie, and the title of the film prominently displayed in white text. The layout of the poster features the title at the bottom and the boy's face in the center, with the red tie positioned below the boy's face. There is no additional text or promotional information visible in the image."""
https://image.tmdb.org/t/p/original/5BrXCJrs22bR5KR6mLHluYo6y4m.jpg,"""This is an image of a movie poster for the film """"Scooby-Doo 2: Monsters Unleashed"""". The poster features the main characters from the movie, including Scooby-Doo, a dog, and the girls. The colors used in the poster are blue, green, and yellow. The main design elements include the characters and the title of the movie. The layout of the poster is centered, with the characters and title prominently displayed. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,"""The image is a movie poster for """"The Greatest Showman"""". The main design elements include silhouettes of performers, a man in a red and gold suit holding a magic wand, and a crowd of people in the background. The layout features the title of the movie at the bottom and various performers and elements in the center and background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/wqKNLSzGN9lqnmtFFwu40g2eWgQ.jpg,"""This image is a DVD cover for the movie """"Barbie and the Magic of Pegasus"""". The main design elements include a blonde Barbie doll dressed in a purple gown, standing next to a purple horse. The background features a castle and a pink and purple sky. The layout of the cover includes the title """"Barbie"""" at the top, the movie title """"Barbie and the Magic of Pegasus"""" in the middle, and the release date """"2010"""" at the bottom. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg,"""The image is a movie poster for the film """"Almighty"""" featuring a shirtless man lying on clouds. The main design elements include the man, clouds, and the title of the movie. The layout of the poster is centered, with the title prominently displayed at the bottom. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg,"""The image is a movie poster for the film """"Looper"""". The main design elements include two men, one holding a gun and the other holding a gun with a clock on it. The background features a cityscape with buildings and a cloudy sky. The layout of the poster is centered, with the title """"Looper"""" prominently displayed in the center. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/v7Zaj1IEzMMB7KzfglpxdXWB66u.jpg,"""The image is a movie poster for the film """"Samsun"""". The main design elements include a muscular man, a woman, and a castle in the background. The man is holding a sword, and the woman is holding a shield. The castle is located in the background, and the sky is blue with clouds. The title """"Samsun"""" is prominently displayed at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/tyRP8JedrDkPPvH3JxKYsdP2esu.jpg,"""The image is a movie poster for the film """"Shooter"""". The main design elements include a man holding a rifle, a field, and a cloudy sky. The layout of the poster features the man in the center, with the title """"Shooter"""" prominently displayed in large white letters at the bottom. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/fnoZJlitIOBo2fSCyzAsv0lHtYL.jpg,"""The image is a movie poster for the film """"Space Pirate Captain Harlock"""". The main design elements include a pirate character with a cape, a large dragon, and a pirate ship in the background. The layout of the poster features the title of the movie at the bottom, with the pirate character in the center and the dragon and ship in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/pE5anFf7nf6ah7V3VRezQ1KSovi.jpg,"""The image features a striking red and white design with silhouettes of people. The main design elements include the large red number 12 and the word """"OCEAN'S"""" written in white. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,"""The image is a movie poster for the film """"Annihilation"""". The main design elements include a dark, mysterious forest scene with a group of people standing in the center. The colors used are predominantly dark and mysterious, with some lighter shades of blue and green. The layout of the poster features the title of the film at the bottom, with the main characters in the middle, and the forest scene in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"""The image is a movie poster for the Disney animated film """"Pocahontas"""". The main design elements include a woman in a canoe, a bird, and a dog. The colors used in the poster are orange, blue, and white. The layout of the poster features the title """"Pocahontas"""" prominently displayed at the bottom, with the woman in the canoe and the bird and dog positioned around her. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/o6EsOqITcSzcdwD1zxBM9imdxjr.jpg,"""The image is a movie poster for the film """"What Happened to Monday"""". The main design elements include silhouettes of people jumping over a cityscape, a city skyline, and a large billboard. The layout features the title of the film at the bottom and the silhouettes of people jumping above the city at the top. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/saxPKOrN6rNScTicLpBDZw58Cw.jpg,"""The image is a movie poster for the animated film """"Latte and the Magic Waterstone"""". The main design elements include a brown bear, two cartoon animals (a squirrel and a hedgehog), and a tree branch. The layout features the title of the movie at the top, with the characters in the middle and the background elements at the bottom. There is no visible text other than the title and the characters' names."""
https://image.tmdb.org/t/p/original/aa9aXprkzY2YQeGwvsAzLPV3iEF.jpg,"""The image is a movie poster for the film """"Piranha"""". The main design elements include a woman's legs and the title of the film. The colors used are green and red, creating a vibrant and eye-catching visual. The layout of the poster features the title at the bottom and the woman's legs in the center, with the background being filled with bubbles, adding a dynamic and energetic atmosphere to the poster. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/zZZe5wn0udlhMtdlDjN4NB72R6e.jpg,"""The image features a poster for the movie """"The Cabin in the Woods"""". The poster has a dark, moody aesthetic with a large, three-dimensional wooden cabin structure dominating the center of the image. The cabin is surrounded by a forest, creating a sense of depth and immersion. The title of the movie, """"The Cabin in the Woods"""", is prominently displayed at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/grWS1nNexgCQacAIF6Um5PS5N5y.jpg,"""The image features a close-up of a woman's face with her eyes closed and lips open. The text """"SEX DOL"""" is prominently displayed in pink, and the image also contains other elements such as a pink outline, a pink arrow, and a pink background. There is no other text visible in the image."""
https://image.tmdb.org/t/p/original/fYOJaaCpqq1NatziVJntmsXXDi8.jpg,"""The image is a movie poster for the animated film """"Astro Boy"""". The main design elements include a large, green robot-like creature in the background, a young boy in the foreground, and various other characters and elements throughout the poster. The layout features the title of the movie at the bottom, with the characters and elements arranged around it. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/y7XwmyE5ue9hjk65fEWpO2hGU2B.jpg,"""The image is an advertisement for the anime series """"Re:Zero: Memory Snow"""". The main design elements include a man and a woman standing in a field of flowers, with a blue sky and snowflakes in the background. The layout is simple, with the title """"Re:Zero: Memory Snow"""" prominently displayed at the bottom. There is no additional text in the image, and the focus is on the visual elements to convey the advertisement's message."""
https://image.tmdb.org/t/p/original/abR6e0FaWwwcEJEM4PY5VvjwBr1.jpg,"""The image is a movie poster for the film """"So Undercover,"""" featuring three people: a woman in a purple top, a man in a brown jacket, and another man in a gray shirt. The woman is smiling and standing in front of the other two, with her arms crossed. The background of the poster is pink, and the title """"So Undercover"""" is prominently displayed in large pink letters at the top. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,"""The image is a movie poster for the film """"Goosebumps"""". The main design elements include a group of people, a gorilla, and a werewolf. The colors used in the poster are blue, yellow, and orange. The layout of the poster features the main characters in the center, with the gorilla and werewolf on the left and the werewolf on the right. There is no visible text in the image that is promotional or filler text."""
https://image.tmdb.org/t/p/original/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,"""The image is a movie poster for the film """"The Evil Dead"""". The main design elements include a woman with her arms raised in a distressed pose, a dark background, and the title of the film prominently displayed in white text. The layout of the poster features the title at the bottom and the woman's pose at the top, with the background filling the rest of the space. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/ucqtAussxYNRw4lGvRaSbRJLskV.jpg,"""The image is a movie poster for the film """"The Bourne Legacy"""". The main design elements include a close-up of a man holding a gun, a cityscape in the background, and the title of the film prominently displayed in large white letters. The layout of the poster features the title at the top, with the cityscape and the man's action in the middle, and the title at the bottom. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,"""The image is a movie poster for the film """"Little Women"""". It features four women dressed in period costumes, standing together and looking out a window. The colors of the poster are predominantly green and blue, with the women's dresses and the window's frame being the main design elements. The layout of the poster is vertical, with the title """"Little Women"""" prominently displayed at the bottom. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,"""The image is a movie poster for the film """"Along with the Gods: The Two Worlds"""". The poster features a group of people walking together in a dark, dramatic setting. The colors used in the poster are predominantly black and white, with some splashes of color from the people's clothing. The layout of the poster is centered, with the title of the film prominently displayed at the bottom. There is no visible text other than the title and the film's name."""
https://image.tmdb.org/t/p/original/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,"""The image is a poster for the movie """"Bird Box,"""" featuring a close-up of a person's face partially obscured by a blue cloth. The poster has a dark background, and the title of the movie is prominently displayed in white text at the top. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,"""The image is a movie poster for the film """"Underworld"""". The main design elements include a woman in a black outfit standing on a rooftop, holding a gun, and a large full moon in the background. The layout of the poster features the title of the film at the top, with the woman's silhouette and the moon in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,"""The image is a movie poster for the film """"Top Gun"""". The main design elements include a man and a woman, both wearing leather jackets, and the title of the film prominently displayed in the center. The colors used in the poster are predominantly red, white, and blue, with the red and white colors being more dominant. The layout of the poster features the title at the center, with the man and woman positioned behind it. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/86a7GRVRCwfl7wdI4QadyvKa6Zu.jpg,"""The image is a poster for the movie """"The Babysitter"""". The main design elements include a close-up of a woman's face wearing sunglasses, a pinkish-red color scheme, and the title of the movie prominently displayed. There is no promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/2cMTX2BQVJDZfFlnPL5dDstmLfz.jpg,"""The image is a poster for a movie called """"The Human Centipede 2"""". The poster features a close-up of a centipede on the left side, with the title of the movie prominently displayed in the center. The background of the poster is white, which contrasts with the dark color of the centipede. The layout of the poster includes a central title, a smaller title below it, and a subtitle at the bottom. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,"""The image features a large, stylized text that reads """"Ben Hur"""" in a bold, blocky font. The text is set against a yellow background, and it is surrounded by various design elements, including images of people, horses, and a chariot. The overall layout of the image suggests it is a promotional poster or artwork for a movie or event related to the film """"Ben Hur""""."""
https://image.tmdb.org/t/p/original/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg,"""The image is a movie poster for the film """"The Longest Yard"""". The main design elements include a group of men standing together in the foreground, with a city skyline in the background. The colors used in the poster are predominantly blue and orange, creating a vibrant and energetic atmosphere. The layout of the poster features the title of the film prominently displayed in the center, with the men's faces arranged around it. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/A6tb8JNrie2qT8JC2tGqshayuck.jpg,"""The image is a movie poster for the film """"Escape Plan 2,"""" featuring a group of men in suits standing in front of a futuristic building. The main design elements include the men's silhouettes, the futuristic building, and the title of the film. The layout of the poster is centered, with the title prominently displayed at the bottom. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/j9zWPwaHDWE3K1Mb5RNahzwd3KY.jpg,"""The image is a movie poster for the film """"Nanny McPhee"""". The main design elements include a young boy holding a key, surrounded by various characters, and a castle in the background. The layout of the poster features the title of the film at the bottom, with the characters and the castle in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/cb7PrVIYbwIadQqWxgSU6CGHJjj.jpg,"""This is an image of a book cover for """"Tinker Bell and the Great Fairy Rescue"""". The main design elements include a young girl with brown hair and a pink dress, a fairy, and a castle. The layout features the title of the book at the top, with the main characters in the middle and the castle at the bottom. There is no visible text on the cover, aside from the title and the characters' names."""
https://image.tmdb.org/t/p/original/8WUVHemHFH2ZIP6NWkwlHWsyrEL.jpg,"""The image is a movie poster for the film """"Bloodshot"""". The main design elements include a man in the center holding two guns, a woman in the background, and a man in the background holding a gun. The colors used in the poster are red, black, and blue. The layout of the poster features the title """"Bloodshot"""" prominently displayed in the center, with the characters positioned around it. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/swsjj0jZtsx53Yp9zBORPwsmGWj.jpg,"""The image is a movie poster for the animated film """"Meet the Robinsons"""". The main design elements include a group of cartoon characters, a dinosaur, and a spaceship. The layout features the title of the movie at the center, with the characters surrounding it. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/9Z2qT9iZYLzzsCSYu7A4SEQsKX0.jpg,"""The image is a poster for a movie titled """"The Divine Fury"""". The main design elements include three men standing in a dark, dramatic setting with a fire in the background. The colors used are black, red, and orange, creating a striking contrast. The layout of the poster features the title of the movie prominently displayed in the center, with the three men positioned to the left and right of the title. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/6SUuLwyk9wFKZDYsgdSahYs7HEf.jpg,"""The image is a poster for a movie called """"The Unborn"""". The poster features a woman standing in front of a mirror, with a man's reflection visible in the mirror. The background of the poster is dark and has a brick wall. The main design elements include the woman's reflection in the mirror, the title of the movie, and the brick wall in the background. There is no visible text on the poster that is promotional or filler text."""
https://image.tmdb.org/t/p/original/bo94ZQ0SlFRHL3fGPHNBYQDlnhl.jpg,"""The image is a movie poster for the film """"Cadaver"""". The main design elements include a woman holding a golden mask, which is a prominent feature in the poster. The colors used in the poster are dark and moody, creating a sense of mystery and intrigue. The layout of the poster is centered, with the title """"Cadaver"""" prominently displayed at the bottom. There is no visible text other than the title of the film."""
https://image.tmdb.org/t/p/original/zan6xYKNGKgkp2hFajU398I1iTD.jpg,"""The image is a movie poster for the film """"Out of Death"""". The main design elements include a man and a woman, both holding guns, with a green background. The man is bald and wearing a green jacket, while the woman is blonde and wearing a black tank top. The text """"OUT OF DEATH"""" is prominently displayed in large yellow letters at the bottom of the poster."""
https://image.tmdb.org/t/p/original/mx6cgtUiEOVGSI3sb3SNQxAXqRa.jpg,"""The image does not contain any promotional text or filler text. It only shows the main design elements of a movie poster for the film """"Black as Night""""."""
https://image.tmdb.org/t/p/original/h09VT8gNfRBlr7S8l1lm27m4rus.jpg,"""The image is a vibrant and colorful poster for the animated series """"Paw Patrol: Mighty Pups"""". The main design elements include various cartoon characters from the show, such as a dog, a cat, and a bird, all set against a colorful background. The layout of the poster features the characters in the foreground, with the title """"Paw Patrol: Mighty Pups"""" prominently displayed in the center. There is no visible text within the image that would be considered promotional or filler text."""
https://image.tmdb.org/t/p/original/em45jL4CfTMyj5V83kj7rhdorJu.jpg,"""The image is a movie poster for the film """"Cursed"""". The main design elements include a close-up of a woman's face with a claw-like design on her eyes and a dark background. The title """"Cursed"""" is prominently displayed in white text at the bottom of the poster."""
https://image.tmdb.org/t/p/original/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,"""The image features a man wearing a black outfit and a golden crown on his head, set against a red background. The man is facing away from the camera, giving a profile view. The text """"THE GREEN KNIGHT"""" is prominently displayed in the center of the image."""
https://image.tmdb.org/t/p/original/y5DNLVg0gPiGSkuK4yFc4fjQ42Q.jpg,"""The image features a man standing in front of a poster for the TV show """"The Card Counter"""". The poster has a red background with a black diamond symbol and the word """"Card Counter"""" written in white letters. The man is wearing a black jacket and tie, and he is looking directly at the camera with a serious expression. There is no additional text in the image that would be considered promotional or filler text."""
https://image.tmdb.org/t/p/original/nTr0lvAzeQmUjgSgDEHTJpnrxTz.jpg,"""The image is a movie poster for the film """"Source Code"""". The main design elements include a man holding a gun, a futuristic cityscape, and the title of the film in large yellow letters. The layout of the poster features the man in the foreground with the gun, and the cityscape and title in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg,"""The image is a poster featuring a large group of yellow Minion characters. The main design elements include the word """"minions"""" prominently displayed in large yellow letters at the top of the image. The color scheme is predominantly yellow, with some purple and red accents. The layout is a collage of the Minion characters, creating a visually engaging and playful design. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/pjeM7XdPnTuA7DszfSEA0ANsSmn.jpg,"""The image is a poster for a movie featuring a close-up of a young man's face. The main design elements include a close-up of the man's face, a beach scene in the background, and the text """"MY EXTRAORDINARY SUMMER WITH TESS"""" in yellow and orange colors. The layout of the poster is centered, with the title and main design elements occupying the majority of the space. There is no additional text or promotional material present in the image."""
https://image.tmdb.org/t/p/original/qO8zQ9dSADWiwRnR7oCOsPDuOom.jpg,"""The image is a poster for a movie called """"Parasite Part 2"""". The poster features a close-up of two people embracing each other, with the male person wearing a suit and the female person wearing a dress. The background of the poster is blurred, making the focus on the couple and the movie title. The poster includes text that reads """"Parasite"""" and """"PART 2"""", indicating the movie's title and the part number."""
https://image.tmdb.org/t/p/original/lGYf7TKZPSvbI11IwoQBvbTCuq0.jpg,"""The image is a movie poster for """"The Amityville Harvest,"""" featuring a close-up of a man's face with a cross above it. The poster has a dark red background with a red glow, giving it a spooky and ominous appearance. The title of the movie is prominently displayed in white text at the top of the poster. There is no additional text or design elements that are promotional or informational. The layout of the poster is simple, with the main focus being on the man's face and the cross above it."""
https://image.tmdb.org/t/p/original/mh7j7XlYWo82UnQGhsxcuyolzp.jpg,"""The image features a close-up of a woman's face with her hair pulled back, set against a black background. The text """"Paranormal Activity Tokyo Night"""" is prominently displayed in red and white, with the word """"Paranormal"""" in red and """"Activity"""" in white. The layout of the image suggests a promotional or promotional-themed design, with the woman's face as the main focus and the text serving as a call to action or information about the event."""
https://image.tmdb.org/t/p/original/p9Atjcbidu4DsM7EQltiTZbrvkM.jpg,"""The image is a movie poster for """"The Monkey King"""". The main design elements include a large, furry creature with a golden headdress and a red cape. The colors used are red, gold, and orange, creating a vibrant and eye-catching visual. The layout of the poster features the title of the movie prominently displayed in the center, with the main character's face and the creature's head and body filling the rest of the space. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/cO3iAp2pPNdWE9eqS4pTEY5HghY.jpg,"""The image features a poster for the Halo video game series. The poster showcases a green-armored character standing on a rocky surface, holding a gun. The background of the poster is filled with stars and a spaceship, creating a space-themed atmosphere. The title """"HALO LEGENDS"""" is prominently displayed at the top of the poster. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,"""The image is a movie poster for the film """"1917,"""" which depicts a soldier standing amidst a chaotic battle scene. The poster features a large, bold, and striking """"1917"""" in the center, with a dramatic explosion in the background. The soldier is wearing a brown jacket and appears to be looking up, possibly observing the battle. The overall design elements and layout of the poster are focused on conveying the intensity and drama of the film's storyline."""
https://image.tmdb.org/t/p/original/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg,"""The image features a woman sitting on the floor with her head in her hands. The background is dark, and there are numerous white lines scattered throughout the image. The text """"SALO"""" is prominently displayed in the center of the image, and below it, the phrase """"OR THE 120 DAYS OF SODOM"""" is written. There is no other text visible in the image."""
https://image.tmdb.org/t/p/original/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,"""The image is a movie poster for the film """"Goodfellas"""" featuring three men in suits standing in a row with their arms crossed. The main design elements include the silhouettes of the men, the cityscape in the background, and the title of the film prominently displayed in the center. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/hpHarddVj34j53T7NsoUGdKj4mP.jpg,"""The image is a movie poster for the animated film """"Monsters vs. Aliens"""". The main design elements include various animated characters, such as a woman, a blue monster, and other fantastical creatures. The layout features the title of the movie at the top, with the characters in the middle and bottom sections. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/tniFHeiQU55feNik7X0mHlEe9DE.jpg,"""The image is a movie poster for the film """"6 Bullets"""". The main design elements include a man holding a gun, bullet holes, and a cityscape in the background. The layout of the poster features the title """"6 Bullets"""" prominently in the center, with bullet holes and the cityscape to the right. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/pnr4sA9tn3E5Sc2qHbG3yT4m8Fv.jpg,"""The image is a movie poster for the film """"The Rebound"""". The main design elements include a man and a woman embracing each other, with the woman wearing a red top and the man wearing a blue shirt. The layout of the poster features the couple centrally positioned, with the title of the movie prominently displayed in large red letters at the bottom. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/sIpcATxMrKHRRUJAGI5UIUT7XMG.jpg,"""This is an image of a cover for the animated film """"NausicaÃ¤ of the Valley of the Wind"""" by Studio Ghibli. The cover features a young girl standing in a field under a starry sky, holding a sword. The background is a deep blue color, and the title of the film is prominently displayed in white text at the top. The cover also includes a logo for Studio Ghibli at the top right corner."""
https://image.tmdb.org/t/p/original/8NT7Tnq9s0Z4CRbz3WQR15wHCiQ.jpg,"""The image is a movie poster for the film """"Passengers"""". It features two main characters, a man and a woman, standing in the middle of a road with a bright light above them. The road is surrounded by a colorful, cosmic-themed background. The movie title """"Passengers"""" is prominently displayed at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/rrc6GiAKHDrUjp8OmdVng9hRWBn.jpg,"""The image is a movie poster for the film """"A History of Violence"""". The main design elements include a man holding a gun, a woman in the background, and the title of the film prominently displayed. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/rR3DXokOAheGZ53Z7DIlU2hMR2R.jpg,"""The image is a movie poster for the film """"The Chernobyl Diaries"""" featuring a cityscape with a large cloud formation in the background. The main design elements include a large cloud-like shape in the center, which resembles a skull, and the cityscape with tall buildings. The layout of the poster includes the title of the film at the bottom, along with the release date and other information about the movie. There is also text on the poster, but it is not clear enough to transcribe accurately."""
